prior_s,vpre_0_frequency_hz,vpre_1_frequency_hz,gap_less_than_prior
1.000000000000e-05,460,460,1
5.000000000000e-06,460,460,1
3.000000000000e-06,460,460,1
2.000000000000e-06,460,460,1
2.500000000000e-05,460,480,1
1.000000000000e-05,460,480,1
5.000000000000e-06,460,480,1
3.000000000000e-06,460,480,1
2.000000000000e-06,460,480,1
2.500000000000e-05,460,500,1
1.000000000000e-05,460,500,1
5.000000000000e-06,460,500,1
3.000000000000e-06,460,500,1
2.000000000000e-06,460,500,1
2.500000000000e-05,460,520,1
1.000000000000e-05,460,520,1
5.000000000000e-06,460,520,1
3.000000000000e-06,460,520,1
2.000000000000e-06,460,520,1
2.500000000000e-05,460,540,1
1.000000000000e-05,460,540,1
5.000000000000e-06,460,540,1
3.000000000000e-06,460,540,1
2.000000000000e-06,460,540,1
2.500000000000e-05,460,560,1
1.000000000000e-05,460,560,1
5.000000000000e-06,460,560,1
3.000000000000e-06,460,560,1
2.000000000000e-06,460,560,1
2.500000000000e-05,460,580,1
1.000000000000e-05,460,580,1
5.000000000000e-06,460,580,1
3.000000000000e-06,460,580,1
2.000000000000e-06,460,580,1
2.500000000000e-05,460,600,1
1.000000000000e-05,460,600,1
5.000000000000e-06,460,600,1
3.000000000000e-06,460,600,1
2.000000000000e-06,460,600,1
2.500000000000e-05,460,620,1
1.000000000000e-05,460,620,1
5.000000000000e-06,460,620,1
3.000000000000e-06,460,620,1
2.000000000000e-06,460,620,1
2.500000000000e-05,460,640,1
1.000000000000e-05,460,640,1
5.000000000000e-06,460,640,1
3.000000000000e-06,460,640,1
2.000000000000e-06,460,640,1
2.500000000000e-05,460,660,1
1.000000000000e-05,460,660,1
5.000000000000e-06,460,660,1
3.000000000000e-06,460,660,1
2.000000000000e-06,460,660,1
2.500000000000e-05,460,680,1
1.000000000000e-05,460,680,1
5.000000000000e-06,460,680,1
3.000000000000e-06,460,680,1
2.000000000000e-06,460,680,1
2.500000000000e-05,460,700,1
1.000000000000e-05,460,700,1
5.000000000000e-06,460,700,1
3.000000000000e-06,460,700,1
2.000000000000e-06,460,700,1
2.500000000000e-05,460,720,1
1.000000000000e-05,460,720,1
5.000000000000e-06,460,720,1
3.000000000000e-06,460,720,1
2.000000000000e-06,460,720,1
2.500000000000e-05,460,740,1
1.000000000000e-05,460,740,1
5.000000000000e-06,460,740,1
3.000000000000e-06,460,740,1
2.000000000000e-06,460,740,1
2.500000000000e-05,460,760,1
1.000000000000e-05,460,760,1
5.000000000000e-06,460,760,1
3.000000000000e-06,460,760,1
2.000000000000e-06,460,760,1
2.500000000000e-05,460,780,1
1.000000000000e-05,460,780,1
5.000000000000e-06,460,780,1
3.000000000000e-06,460,780,1
2.000000000000e-06,460,780,1
2.500000000000e-05,460,800,1
1.000000000000e-05,460,800,1
5.000000000000e-06,460,800,1
3.000000000000e-06,460,800,1
2.000000000000e-06,460,800,1
2.500000000000e-05,460,820,1
1.000000000000e-05,460,820,1
5.000000000000e-06,460,820,1
3.000000000000e-06,460,820,1
2.000000000000e-06,460,820,1
2.500000000000e-05,460,840,1
1.000000000000e-05,460,840,1
5.000000000000e-06,460,840,1
3.000000000000e-06,460,840,1
2.000000000000e-06,460,840,1
2.500000000000e-05,460,860,1
1.000000000000e-05,460,860,1
5.000000000000e-06,460,860,1
3.000000000000e-06,460,860,1
2.000000000000e-06,460,860,1
2.500000000000e-05,460,880,1
1.000000000000e-05,460,880,1
5.000000000000e-06,460,880,1
3.000000000000e-06,460,880,1
2.000000000000e-06,460,880,1
2.500000000000e-05,460,900,1
1.000000000000e-05,460,900,1
5.000000000000e-06,460,900,1
3.000000000000e-06,460,900,1
2.000000000000e-06,460,900,1
2.500000000000e-05,460,920,1
1.000000000000e-05,460,920,1
5.000000000000e-06,460,920,1
3.000000000000e-06,460,920,1
2.000000000000e-06,460,920,1
2.500000000000e-05,460,940,1
1.000000000000e-05,460,940,1
5.000000000000e-06,460,940,1
3.000000000000e-06,460,940,1
2.000000000000e-06,460,940,1
2.500000000000e-05,460,960,1
1.000000000000e-05,460,960,1
5.000000000000e-06,460,960,1
3.000000000000e-06,460,960,1
2.000000000000e-06,460,960,1
2.500000000000e-05,460,980,1
1.000000000000e-05,460,980,1
5.000000000000e-06,460,980,1
3.000000000000e-06,460,980,1
2.000000000000e-06,460,980,1
2.500000000000e-05,460,1000,1
1.000000000000e-05,460,1000,1
5.000000000000e-06,460,1000,1
3.000000000000e-06,460,1000,1
2.000000000000e-06,460,1000,1
2.500000000000e-05,480,0,1
1.000000000000e-05,480,0,1
5.000000000000e-06,480,0,1
3.000000000000e-06,480,0,1
2.000000000000e-06,480,0,1
2.500000000000e-05,480,20,1
1.000000000000e-05,480,20,1
5.000000000000e-06,480,20,1
3.000000000000e-06,480,20,1
2.000000000000e-06,480,20,1
2.500000000000e-05,480,40,1
1.000000000000e-05,480,40,1
5.000000000000e-06,480,40,1
3.000000000000e-06,480,40,1
2.000000000000e-06,480,40,1
2.500000000000e-05,480,60,1
1.000000000000e-05,480,60,1
5.000000000000e-06,480,60,1
3.000000000000e-06,480,60,1
2.000000000000e-06,480,60,1
2.500000000000e-05,480,80,1
1.000000000000e-05,480,80,1
5.000000000000e-06,480,80,1
3.000000000000e-06,480,80,1
2.000000000000e-06,480,80,1
2.500000000000e-05,480,100,1
1.000000000000e-05,480,100,1
5.000000000000e-06,480,100,1
3.000000000000e-06,480,100,1
2.000000000000e-06,480,100,1
2.500000000000e-05,480,120,1
1.000000000000e-05,480,120,1
5.000000000000e-06,480,120,1
3.000000000000e-06,480,120,1
2.000000000000e-06,480,120,1
2.500000000000e-05,480,140,1
1.000000000000e-05,480,140,1
5.000000000000e-06,480,140,1
3.000000000000e-06,480,140,1
2.000000000000e-06,480,140,1
2.500000000000e-05,480,160,1
1.000000000000e-05,480,160,1
5.000000000000e-06,480,160,1
3.000000000000e-06,480,160,1
2.000000000000e-06,480,160,1
2.500000000000e-05,480,180,1
1.000000000000e-05,480,180,1
5.000000000000e-06,480,180,1
3.000000000000e-06,480,180,1
2.000000000000e-06,480,180,1
2.500000000000e-05,480,200,1
1.000000000000e-05,480,200,1
5.000000000000e-06,480,200,1
3.000000000000e-06,480,200,1
2.000000000000e-06,480,200,1
2.500000000000e-05,480,220,1
1.000000000000e-05,480,220,1
5.000000000000e-06,480,220,1
3.000000000000e-06,480,220,1
2.000000000000e-06,480,220,1
2.500000000000e-05,480,240,1
1.000000000000e-05,480,240,1
5.000000000000e-06,480,240,1
3.000000000000e-06,480,240,1
2.000000000000e-06,480,240,1
2.500000000000e-05,480,260,1
1.000000000000e-05,480,260,1
5.000000000000e-06,480,260,1
3.000000000000e-06,480,260,1
2.000000000000e-06,480,260,1
2.500000000000e-05,480,280,1
1.000000000000e-05,480,280,1
5.000000000000e-06,480,280,1
3.000000000000e-06,480,280,1
2.000000000000e-06,480,280,1
2.500000000000e-05,480,300,1
1.000000000000e-05,480,300,1
5.000000000000e-06,480,300,1
3.000000000000e-06,480,300,1
2.000000000000e-06,480,300,1
2.500000000000e-05,480,320,1
1.000000000000e-05,480,320,1
5.000000000000e-06,480,320,1
3.000000000000e-06,480,320,1
2.000000000000e-06,480,320,1
2.500000000000e-05,480,340,1
1.000000000000e-05,480,340,1
5.000000000000e-06,480,340,1
3.000000000000e-06,480,340,1
2.000000000000e-06,480,340,1
2.500000000000e-05,480,360,1
1.000000000000e-05,480,360,1
5.000000000000e-06,480,360,1
3.000000000000e-06,480,360,1
2.000000000000e-06,480,360,1
2.500000000000e-05,480,380,1
1.000000000000e-05,480,380,1
5.000000000000e-06,480,380,1
3.000000000000e-06,480,380,1
2.000000000000e-06,480,380,1
2.500000000000e-05,480,400,1
1.000000000000e-05,480,400,1
5.000000000000e-06,480,400,1
3.000000000000e-06,480,400,1
2.000000000000e-06,480,400,1
2.500000000000e-05,480,420,1
1.000000000000e-05,480,420,1
5.000000000000e-06,480,420,1
3.000000000000e-06,480,420,1
2.000000000000e-06,480,420,1
2.500000000000e-05,480,440,1
1.000000000000e-05,480,440,1
5.000000000000e-06,480,440,1
3.000000000000e-06,480,440,1
2.000000000000e-06,480,440,1
2.500000000000e-05,480,460,1
1.000000000000e-05,480,460,1
5.000000000000e-06,480,460,1
3.000000000000e-06,480,460,1
2.000000000000e-06,480,460,1
2.500000000000e-05,480,480,1
1.000000000000e-05,480,480,1
5.000000000000e-06,480,480,1
3.000000000000e-06,480,480,1
2.000000000000e-06,480,480,1
2.500000000000e-05,480,500,1
1.000000000000e-05,480,500,1
5.000000000000e-06,480,500,1
3.000000000000e-06,480,500,1
2.000000000000e-06,480,500,1
2.500000000000e-05,480,520,1
1.000000000000e-05,480,520,1
5.000000000000e-06,480,520,1
3.000000000000e-06,480,520,1
2.000000000000e-06,480,520,1
2.500000000000e-05,480,540,1
1.000000000000e-05,480,540,1
5.000000000000e-06,480,540,1
3.000000000000e-06,480,540,1
2.000000000000e-06,480,540,1
2.500000000000e-05,480,560,1
1.000000000000e-05,480,560,1
5.000000000000e-06,480,560,1
3.000000000000e-06,480,560,1
2.000000000000e-06,480,560,1
2.500000000000e-05,480,580,1
1.000000000000e-05,480,580,1
5.000000000000e-06,480,580,1
3.000000000000e-06,480,580,1
2.000000000000e-06,480,580,1
2.500000000000e-05,480,600,1
1.000000000000e-05,480,600,1
5.000000000000e-06,480,600,1
3.000000000000e-06,480,600,1
2.000000000000e-06,480,600,1
2.500000000000e-05,480,620,1
1.000000000000e-05,480,620,1
5.000000000000e-06,480,620,1
3.000000000000e-06,480,620,1
2.000000000000e-06,480,620,1
2.500000000000e-05,480,640,1
1.000000000000e-05,480,640,1
5.000000000000e-06,480,640,1
3.000000000000e-06,480,640,1
2.000000000000e-06,480,640,1
2.500000000000e-05,480,660,1
1.000000000000e-05,480,660,1
5.000000000000e-06,480,660,1
3.000000000000e-06,480,660,1
2.000000000000e-06,480,660,1
2.500000000000e-05,480,680,1
1.000000000000e-05,480,680,1
5.000000000000e-06,480,680,1
3.000000000000e-06,480,680,1
2.000000000000e-06,480,680,1
2.500000000000e-05,480,700,1
1.000000000000e-05,480,700,1
5.000000000000e-06,480,700,1
3.000000000000e-06,480,700,1
2.000000000000e-06,480,700,1
2.500000000000e-05,480,720,1
1.000000000000e-05,480,720,1
5.000000000000e-06,480,720,1
3.000000000000e-06,480,720,1
2.000000000000e-06,480,720,1
2.500000000000e-05,480,740,1
1.000000000000e-05,480,740,1
5.000000000000e-06,480,740,1
3.000000000000e-06,480,740,1
2.000000000000e-06,480,740,1
2.500000000000e-05,480,760,1
1.000000000000e-05,480,760,1
5.000000000000e-06,480,760,1
3.000000000000e-06,480,760,1
2.000000000000e-06,480,760,1
2.500000000000e-05,480,780,1
1.000000000000e-05,480,780,1
5.000000000000e-06,480,780,1
3.000000000000e-06,480,780,1
2.000000000000e-06,480,780,1
2.500000000000e-05,480,800,1
1.000000000000e-05,480,800,1
5.000000000000e-06,480,800,1
3.000000000000e-06,480,800,1
2.000000000000e-06,480,800,1
2.500000000000e-05,480,820,1
1.000000000000e-05,480,820,1
5.000000000000e-06,480,820,1
3.000000000000e-06,480,820,1
2.000000000000e-06,480,820,1
2.500000000000e-05,480,840,1
1.000000000000e-05,480,840,1
5.000000000000e-06,480,840,1
3.000000000000e-06,480,840,1
2.000000000000e-06,480,840,1
2.500000000000e-05,480,860,1
1.000000000000e-05,480,860,1
5.000000000000e-06,480,860,1
3.000000000000e-06,480,860,1
2.000000000000e-06,480,860,1
2.500000000000e-05,480,880,1
1.000000000000e-05,480,880,1
5.000000000000e-06,480,880,1
3.000000000000e-06,480,880,1
2.000000000000e-06,480,880,1
2.500000000000e-05,480,900,1
1.000000000000e-05,480,900,1
5.000000000000e-06,480,900,1
3.000000000000e-06,480,900,1
2.000000000000e-06,480,900,1
2.500000000000e-05,480,920,1
1.000000000000e-05,480,920,1
5.000000000000e-06,480,920,1
3.000000000000e-06,480,920,1
2.000000000000e-06,480,920,1
2.500000000000e-05,480,940,1
1.000000000000e-05,480,940,1
5.000000000000e-06,480,940,1
3.000000000000e-06,480,940,1
2.000000000000e-06,480,940,1
2.500000000000e-05,480,960,1
1.000000000000e-05,480,960,1
5.000000000000e-06,480,960,1
3.000000000000e-06,480,960,1
2.000000000000e-06,480,960,1
2.500000000000e-05,480,980,1
1.000000000000e-05,480,980,1
5.000000000000e-06,480,980,1
3.000000000000e-06,480,980,1
2.000000000000e-06,480,980,1
2.500000000000e-05,480,1000,1
1.000000000000e-05,480,1000,1
5.000000000000e-06,480,1000,1
3.000000000000e-06,480,1000,1
2.000000000000e-06,480,1000,1
2.500000000000e-05,500,0,1
1.000000000000e-05,500,0,1
5.000000000000e-06,500,0,1
3.000000000000e-06,500,0,1
2.000000000000e-06,500,0,1
2.500000000000e-05,500,20,1
1.000000000000e-05,500,20,1
5.000000000000e-06,500,20,1
3.000000000000e-06,500,20,1
2.000000000000e-06,500,20,1
2.500000000000e-05,500,40,1
1.000000000000e-05,500,40,1
5.000000000000e-06,500,40,1
3.000000000000e-06,500,40,1
2.000000000000e-06,500,40,1
2.500000000000e-05,500,60,1
1.000000000000e-05,500,60,1
5.000000000000e-06,500,60,1
3.000000000000e-06,500,60,1
2.000000000000e-06,500,60,1
2.500000000000e-05,500,80,1
1.000000000000e-05,500,80,1
5.000000000000e-06,500,80,1
3.000000000000e-06,500,80,1
2.000000000000e-06,500,80,1
2.500000000000e-05,500,100,1
1.000000000000e-05,500,100,1
5.000000000000e-06,500,100,1
3.000000000000e-06,500,100,1
2.000000000000e-06,500,100,1
2.500000000000e-05,500,120,1
1.000000000000e-05,500,120,1
5.000000000000e-06,500,120,1
3.000000000000e-06,500,120,1
2.000000000000e-06,500,120,1
2.500000000000e-05,500,140,1
1.000000000000e-05,500,140,1
5.000000000000e-06,500,140,1
3.000000000000e-06,500,140,1
2.000000000000e-06,500,140,1
2.500000000000e-05,500,160,1
1.000000000000e-05,500,160,1
5.000000000000e-06,500,160,1
3.000000000000e-06,500,160,1
2.000000000000e-06,500,160,1
2.500000000000e-05,500,180,1
1.000000000000e-05,500,180,1
5.000000000000e-06,500,180,1
3.000000000000e-06,500,180,1
2.000000000000e-06,500,180,1
2.500000000000e-05,500,200,1
1.000000000000e-05,500,200,1
5.000000000000e-06,500,200,1
3.000000000000e-06,500,200,1
2.000000000000e-06,500,200,1
2.500000000000e-05,500,220,1
1.000000000000e-05,500,220,1
5.000000000000e-06,500,220,1
3.000000000000e-06,500,220,1
2.000000000000e-06,500,220,1
2.500000000000e-05,500,240,1
1.000000000000e-05,500,240,1
5.000000000000e-06,500,240,1
3.000000000000e-06,500,240,1
2.000000000000e-06,500,240,1
2.500000000000e-05,500,260,1
1.000000000000e-05,500,260,1
5.000000000000e-06,500,260,1
3.000000000000e-06,500,260,1
2.000000000000e-06,500,260,1
2.500000000000e-05,500,280,1
1.000000000000e-05,500,280,1
5.000000000000e-06,500,280,1
3.000000000000e-06,500,280,1
2.000000000000e-06,500,280,1
2.500000000000e-05,500,300,1
1.000000000000e-05,500,300,1
5.000000000000e-06,500,300,1
3.000000000000e-06,500,300,1
2.000000000000e-06,500,300,1
2.500000000000e-05,500,320,1
1.000000000000e-05,500,320,1
5.000000000000e-06,500,320,1
3.000000000000e-06,500,320,1
2.000000000000e-06,500,320,1
2.500000000000e-05,500,340,1
1.000000000000e-05,500,340,1
5.000000000000e-06,500,340,1
3.000000000000e-06,500,340,1
2.000000000000e-06,500,340,1
2.500000000000e-05,500,360,1
1.000000000000e-05,500,360,1
5.000000000000e-06,500,360,1
3.000000000000e-06,500,360,1
2.000000000000e-06,500,360,1
2.500000000000e-05,500,380,1
1.000000000000e-05,500,380,1
5.000000000000e-06,500,380,1
3.000000000000e-06,500,380,1
2.000000000000e-06,500,380,1
2.500000000000e-05,500,400,1
1.000000000000e-05,500,400,1
5.000000000000e-06,500,400,1
3.000000000000e-06,500,400,1
2.000000000000e-06,500,400,1
2.500000000000e-05,500,420,1
1.000000000000e-05,500,420,1
5.000000000000e-06,500,420,1
3.000000000000e-06,500,420,1
2.000000000000e-06,500,420,1
2.500000000000e-05,500,440,1
1.000000000000e-05,500,440,1
5.000000000000e-06,500,440,1
3.000000000000e-06,500,440,1
2.000000000000e-06,500,440,1
2.500000000000e-05,500,460,1
1.000000000000e-05,500,460,1
5.000000000000e-06,500,460,1
3.000000000000e-06,500,460,1
2.000000000000e-06,500,460,1
2.500000000000e-05,500,480,1
1.000000000000e-05,500,480,1
5.000000000000e-06,500,480,1
3.000000000000e-06,500,480,1
2.000000000000e-06,500,480,1
2.500000000000e-05,500,500,1
1.000000000000e-05,500,500,1
5.000000000000e-06,500,500,1
3.000000000000e-06,500,500,1
2.000000000000e-06,500,500,1
2.500000000000e-05,500,520,1
1.000000000000e-05,500,520,1
5.000000000000e-06,500,520,1
3.000000000000e-06,500,520,1
2.000000000000e-06,500,520,1
2.500000000000e-05,500,540,1
1.000000000000e-05,500,540,1
5.000000000000e-06,500,540,1
3.000000000000e-06,500,540,1
2.000000000000e-06,500,540,1
2.500000000000e-05,500,560,1
1.000000000000e-05,500,560,1
5.000000000000e-06,500,560,1
3.000000000000e-06,500,560,1
2.000000000000e-06,500,560,1
2.500000000000e-05,500,580,1
1.000000000000e-05,500,580,1
5.000000000000e-06,500,580,1
3.000000000000e-06,500,580,1
2.000000000000e-06,500,580,1
2.500000000000e-05,500,600,1
1.000000000000e-05,500,600,1
5.000000000000e-06,500,600,1
3.000000000000e-06,500,600,1
2.000000000000e-06,500,600,1
2.500000000000e-05,500,620,1
1.000000000000e-05,500,620,1
5.000000000000e-06,500,620,1
3.000000000000e-06,500,620,1
2.000000000000e-06,500,620,1
2.500000000000e-05,500,640,1
1.000000000000e-05,500,640,1
5.000000000000e-06,500,640,1
3.000000000000e-06,500,640,1
2.000000000000e-06,500,640,1
2.500000000000e-05,500,660,1
1.000000000000e-05,500,660,1
5.000000000000e-06,500,660,1
3.000000000000e-06,500,660,1
2.000000000000e-06,500,660,1
2.500000000000e-05,500,680,1
1.000000000000e-05,500,680,1
5.000000000000e-06,500,680,1
3.000000000000e-06,500,680,1
2.000000000000e-06,500,680,1
2.500000000000e-05,500,700,1
1.000000000000e-05,500,700,1
5.000000000000e-06,500,700,1
3.000000000000e-06,500,700,1
2.000000000000e-06,500,700,1
2.500000000000e-05,500,720,1
1.000000000000e-05,500,720,1
5.000000000000e-06,500,720,1
3.000000000000e-06,500,720,1
2.000000000000e-06,500,720,1
2.500000000000e-05,500,740,1
1.000000000000e-05,500,740,1
5.000000000000e-06,500,740,1
3.000000000000e-06,500,740,1
2.000000000000e-06,500,740,1
2.500000000000e-05,500,760,1
1.000000000000e-05,500,760,1
5.000000000000e-06,500,760,1
3.000000000000e-06,500,760,1
2.000000000000e-06,500,760,1
2.500000000000e-05,500,780,1
1.000000000000e-05,500,780,1
5.000000000000e-06,500,780,1
3.000000000000e-06,500,780,1
2.000000000000e-06,500,780,1
2.500000000000e-05,500,800,1
1.000000000000e-05,500,800,1
5.000000000000e-06,500,800,1
3.000000000000e-06,500,800,1
2.000000000000e-06,500,800,1
2.500000000000e-05,500,820,1
1.000000000000e-05,500,820,1
5.000000000000e-06,500,820,1
3.000000000000e-06,500,820,1
2.000000000000e-06,500,820,1
2.500000000000e-05,500,840,1
1.000000000000e-05,500,840,1
5.000000000000e-06,500,840,1
3.000000000000e-06,500,840,1
2.000000000000e-06,500,840,1
2.500000000000e-05,500,860,1
1.000000000000e-05,500,860,1
5.000000000000e-06,500,860,1
3.000000000000e-06,500,860,1
2.000000000000e-06,500,860,1
2.500000000000e-05,500,880,1
1.000000000000e-05,500,880,1
5.000000000000e-06,500,880,1
3.000000000000e-06,500,880,1
2.000000000000e-06,500,880,1
2.500000000000e-05,500,900,1
1.000000000000e-05,500,900,1
5.000000000000e-06,500,900,1
3.000000000000e-06,500,900,1
2.000000000000e-06,500,900,1
2.500000000000e-05,500,920,1
1.000000000000e-05,500,920,1
5.000000000000e-06,500,920,1
3.000000000000e-06,500,920,1
2.000000000000e-06,500,920,1
2.500000000000e-05,500,940,1
1.000000000000e-05,500,940,1
5.000000000000e-06,500,940,1
3.000000000000e-06,500,940,1
2.000000000000e-06,500,940,1
2.500000000000e-05,500,960,1
1.000000000000e-05,500,960,1
5.000000000000e-06,500,960,1
3.000000000000e-06,500,960,1
2.000000000000e-06,500,960,1
2.500000000000e-05,500,980,1
1.000000000000e-05,500,980,1
5.000000000000e-06,500,980,1
3.000000000000e-06,500,980,1
2.000000000000e-06,500,980,1
2.500000000000e-05,500,1000,1
1.000000000000e-05,500,1000,1
5.000000000000e-06,500,1000,1
3.000000000000e-06,500,1000,1
2.000000000000e-06,500,1000,1
2.500000000000e-05,520,0,1
1.000000000000e-05,520,0,1
5.000000000000e-06,520,0,1
3.000000000000e-06,520,0,1
2.000000000000e-06,520,0,1
2.500000000000e-05,520,20,1
1.000000000000e-05,520,20,1
5.000000000000e-06,520,20,1
3.000000000000e-06,520,20,1
2.000000000000e-06,520,20,1
2.500000000000e-05,520,40,1
1.000000000000e-05,520,40,1
5.000000000000e-06,520,40,1
3.000000000000e-06,520,40,1
2.000000000000e-06,520,40,1
2.500000000000e-05,520,60,1
1.000000000000e-05,520,60,1
5.000000000000e-06,520,60,1
3.000000000000e-06,520,60,1
2.000000000000e-06,520,60,1
2.500000000000e-05,520,80,1
1.000000000000e-05,520,80,1
5.000000000000e-06,520,80,1
3.000000000000e-06,520,80,1
2.000000000000e-06,520,80,1
2.500000000000e-05,520,100,1
1.000000000000e-05,520,100,1
5.000000000000e-06,520,100,1
3.000000000000e-06,520,100,1
2.000000000000e-06,520,100,1
2.500000000000e-05,520,120,1
1.000000000000e-05,520,120,1
5.000000000000e-06,520,120,1
3.000000000000e-06,520,120,1
2.000000000000e-06,520,120,1
2.500000000000e-05,520,140,1
1.000000000000e-05,520,140,1
5.000000000000e-06,520,140,1
3.000000000000e-06,520,140,1
2.000000000000e-06,520,140,1
2.500000000000e-05,520,160,1
1.000000000000e-05,520,160,1
5.000000000000e-06,520,160,1
3.000000000000e-06,520,160,1
2.000000000000e-06,520,160,1
2.500000000000e-05,520,180,1
1.000000000000e-05,520,180,1
5.000000000000e-06,520,180,1
3.000000000000e-06,520,180,1
2.000000000000e-06,520,180,1
2.500000000000e-05,520,200,1
1.000000000000e-05,520,200,1
5.000000000000e-06,520,200,1
3.000000000000e-06,520,200,1
2.000000000000e-06,520,200,1
2.500000000000e-05,520,220,1
1.000000000000e-05,520,220,1
5.000000000000e-06,520,220,1
3.000000000000e-06,520,220,1
2.000000000000e-06,520,220,1
2.500000000000e-05,520,240,1
1.000000000000e-05,520,240,1
5.000000000000e-06,520,240,1
3.000000000000e-06,520,240,1
2.000000000000e-06,520,240,1
2.500000000000e-05,520,260,1
1.000000000000e-05,520,260,1
5.000000000000e-06,520,260,1
3.000000000000e-06,520,260,1
2.000000000000e-06,520,260,1
2.500000000000e-05,520,280,1
1.000000000000e-05,520,280,1
5.000000000000e-06,520,280,1
3.000000000000e-06,520,280,1
2.000000000000e-06,520,280,1
2.500000000000e-05,520,300,1
1.000000000000e-05,520,300,1
5.000000000000e-06,520,300,1
3.000000000000e-06,520,300,1
2.000000000000e-06,520,300,1
2.500000000000e-05,520,320,1
1.000000000000e-05,520,320,1
5.000000000000e-06,520,320,1
3.000000000000e-06,520,320,1
2.000000000000e-06,520,320,1
2.500000000000e-05,520,340,1
1.000000000000e-05,520,340,1
5.000000000000e-06,520,340,1
3.000000000000e-06,520,340,1
2.000000000000e-06,520,340,1
2.500000000000e-05,520,360,1
1.000000000000e-05,520,360,1
5.000000000000e-06,520,360,1
3.000000000000e-06,520,360,1
2.000000000000e-06,520,360,1
2.500000000000e-05,520,380,1
1.000000000000e-05,520,380,1
5.000000000000e-06,520,380,1
3.000000000000e-06,520,380,1
2.000000000000e-06,520,380,1
2.500000000000e-05,520,400,1
1.000000000000e-05,520,400,1
5.000000000000e-06,520,400,1
3.000000000000e-06,520,400,1
2.000000000000e-06,520,400,1
2.500000000000e-05,520,420,1
1.000000000000e-05,520,420,1
5.000000000000e-06,520,420,1
3.000000000000e-06,520,420,1
2.000000000000e-06,520,420,1
2.500000000000e-05,520,440,1
1.000000000000e-05,520,440,1
5.000000000000e-06,520,440,1
3.000000000000e-06,520,440,1
2.000000000000e-06,520,440,1
2.500000000000e-05,520,460,1
1.000000000000e-05,520,460,1
5.000000000000e-06,520,460,1
3.000000000000e-06,520,460,1
2.000000000000e-06,520,460,1
2.500000000000e-05,520,480,1
1.000000000000e-05,520,480,1
5.000000000000e-06,520,480,1
3.000000000000e-06,520,480,1
2.000000000000e-06,520,480,1
2.500000000000e-05,520,500,1
1.000000000000e-05,520,500,1
5.000000000000e-06,520,500,1
3.000000000000e-06,520,500,1
2.000000000000e-06,520,500,1
2.500000000000e-05,520,520,1
1.000000000000e-05,520,520,1
5.000000000000e-06,520,520,1
3.000000000000e-06,520,520,1
2.000000000000e-06,520,520,1
2.500000000000e-05,520,540,1
1.000000000000e-05,520,540,1
5.000000000000e-06,520,540,1
3.000000000000e-06,520,540,1
2.000000000000e-06,520,540,1
2.500000000000e-05,520,560,1
1.000000000000e-05,520,560,1
5.000000000000e-06,520,560,1
3.000000000000e-06,520,560,1
2.000000000000e-06,520,560,1
2.500000000000e-05,520,580,1
1.000000000000e-05,520,580,1
5.000000000000e-06,520,580,1
3.000000000000e-06,520,580,1
2.000000000000e-06,520,580,1
2.500000000000e-05,520,600,1
1.000000000000e-05,520,600,1
5.000000000000e-06,520,600,1
3.000000000000e-06,520,600,1
2.000000000000e-06,520,600,1
2.500000000000e-05,520,620,1
1.000000000000e-05,520,620,1
5.000000000000e-06,520,620,1
3.000000000000e-06,520,620,1
2.000000000000e-06,520,620,1
2.500000000000e-05,520,640,1
1.000000000000e-05,520,640,1
5.000000000000e-06,520,640,1
3.000000000000e-06,520,640,1
2.000000000000e-06,520,640,1
2.500000000000e-05,520,660,1
1.000000000000e-05,520,660,1
5.000000000000e-06,520,660,1
3.000000000000e-06,520,660,1
2.000000000000e-06,520,660,1
2.500000000000e-05,520,680,1
1.000000000000e-05,520,680,1
5.000000000000e-06,520,680,1
3.000000000000e-06,520,680,1
2.000000000000e-06,520,680,1
2.500000000000e-05,520,700,1
1.000000000000e-05,520,700,1
5.000000000000e-06,520,700,1
3.000000000000e-06,520,700,1
2.000000000000e-06,520,700,1
2.500000000000e-05,520,720,1
1.000000000000e-05,520,720,1
5.000000000000e-06,520,720,1
3.000000000000e-06,520,720,1
2.000000000000e-06,520,720,1
2.500000000000e-05,520,740,1
1.000000000000e-05,520,740,1
5.000000000000e-06,520,740,1
3.000000000000e-06,520,740,1
2.000000000000e-06,520,740,1
2.500000000000e-05,520,760,1
1.000000000000e-05,520,760,1
5.000000000000e-06,520,760,1
3.000000000000e-06,520,760,1
2.000000000000e-06,520,760,1
2.500000000000e-05,520,780,1
1.000000000000e-05,520,780,1
5.000000000000e-06,520,780,1
3.000000000000e-06,520,780,1
2.000000000000e-06,520,780,1
2.500000000000e-05,520,800,1
1.000000000000e-05,520,800,1
5.000000000000e-06,520,800,1
3.000000000000e-06,520,800,1
2.000000000000e-06,520,800,1
2.500000000000e-05,520,820,1
1.000000000000e-05,520,820,1
5.000000000000e-06,520,820,1
3.000000000000e-06,520,820,1
2.000000000000e-06,520,820,1
2.500000000000e-05,520,840,1
1.000000000000e-05,520,840,1
5.000000000000e-06,520,840,1
3.000000000000e-06,520,840,1
2.000000000000e-06,520,840,1
2.500000000000e-05,520,860,1
1.000000000000e-05,520,860,1
5.000000000000e-06,520,860,1
3.000000000000e-06,520,860,1
2.000000000000e-06,520,860,1
2.500000000000e-05,520,880,1
1.000000000000e-05,520,880,1
